14	118	0.5136952037234115	0.5438655818896535
14	3	0.5253405888833341	0.5776069078458813
14	4	0.524627941320052	0.6066751470074458
14	13	0.5356536708339716	0.6126320577467897
14	75	0.5285403709822651	0.5555498958091928
16	12	0.5196527912353258	0.5743283254675687
16	2	0.5142007253031137	0.5285586889134815
16	84	0.5402353929097253	0.6096528541021167
16	117	0.5198308616884231	0.5378952613623992
16	118	0.5186480627032611	0.5381232646051328
16	119	0.5227116332606392	0.5213860526017875
16	98	0.5222076018581396	0.5214199122144125
16	120	0.5185100556181508	0.5122902625421644
16	19	0.5178495544061347	0.5332840382511314
16	22	0.524174684511975	0.5558268656141253
16	73	0.5069439979482607	0.507575177910776
17	41	0.5227116332606392	0.5143617200400786
17	22	0.5474755951260479	0.5742573106849859
17	23	0.549833997312478	0.5741899757848297
17	53	0.5124973964842103	0.5124973964842103
17	44	0.5035210685535788	0.5303198966941196
18	4	0.5151468791086855	0.5697796973363843
18	71	0.5389832206876841	0.5701517350542811
19	70	0.5415704832167999	0.5493182844307847
19	20	0.5178495544061347	0.5374298453437496
19	59	0.525618571920654	0.5785116791685817
19	22	0.5592441973847928	0.586750520734134
19	46	0.5	0.5
19	80	0.5	0.5
20	12	0.5080638168854459	0.5219848834879084
20	2	0.5083325618141193	0.5396218367931586
20	132	0.5182845257758442	0.5390522186589523
20	130	0.5227116332606392	0.5528229628776903
20	209	0.5161234400549263	0.5305175750252338
20	210	0.5178495544061347	0.5186120859571663
20	89	0.517234548877195	0.5152783823946204
20	73	0.5220445231423719	0.5430377354990942
20	74	0.5138853177460049	0.5186120859571663
20	75	0.5156199157230156	0.5317034417740683
21	106	0.507352411166006	0.5166604965694114
21	12	0.5078940808352105	0.5476775253225519
21	2	0.508151451620939	0.5465146437101598
27	21	0.5064099052249075	0.5227116332606392
27	33	0.5445246041694309	0.6044828841723002
27	34	0.517234548877195	0.548458527973277
27	35	0.5227116332606392	0.5437371361916572
27	36	0.5	0.5
27	37	0.5104151598873647	0.520821285372743
27	38	0.5192212922106081	0.540495521338804
27	39	0.5089276225092765	0.5078118642792044
28	122	0.5262915173930184	0.5267808724369213
28	114	0.5065785677232344	0.5166604965694114
29	50	0.5199893401555818	0.5165654888989308
29	30	0.5415704832167999	0.5535363016435418
29	33	0.549833997312478	0.5685938583590695
29	35	0.5565748698973106	0.5605661150569604
29	44	0.5035210685535788	0.5293778879892553
30	29	0.5415704832167999	0.5535363016435418
30	32	0.5926665999540697	0.5952139467206535
30	6	0.5170388542610094	0.5356158552684178
30	59	0.5404519337857652	0.5965471531087151
30	33	0.5782977732960317	0.609384399834874
30	51	0.5	0.5
30	49	0.5340381803161751	0.5580545358760446
30	64	0.5227116332606392	0.5355302912657224
30	38	0.5621765008857981	0.5676849019562185
30	52	0.5299640517645717	0.5473862191129311
129	224	0.6055324872205857	0.550619408779098
130	106	0.5187412158785352	0.5180468089656548
130	1	0.5399148845555657	0.5897428490712212
130	12	0.5231792499210595	0.6037155939626503
131	1	0.5128177038917123	0.5118652149165416
131	12	0.511762535252386	0.5385284849893075
131	132	0.5302659827682416	0.5377392344166224
131	130	0.5270007348654764	0.5307679125155285
131	93	0.524174684511975	0.533499523086668
132	12	0.5184127226059408	0.5970396137185331
132	84	0.520821285372743	0.5710491678746838
132	86	0.524627941320052	0.5691145763115336
132	14	0.5222076018581396	0.5251336751062916
132	90	0.5396890520110544	0.5854900631782715
132	47	0.5178495544061347	0.5223357463515522
132	48	0.529037057737934	0.5578122477322718
132	210	0.5600535305712914	0.5831932104461104
132	72	0.5197265973605422	0.534509440329564
132	211	0.524174684511975	0.5390522186589523
132	212	0.5	0.5
282	200	0.555328055262369	0.5489571154574925
282	44	0.5092582009614421	0.5691838947890995
282	44	0.5092582009614421	0.5691838947890995
283	202	0.5312093733737563	0.5392845351386181
296	190	0.5	0.5
